A_out,U_out,Lambda_out,Gamma1_out,Gamma2_out
85.32855224609375,57.09203338623047,0.013380415737628937,1.2584847581820213e-06,0.9999969005584717
72.1839599609375,52.01566696166992,0.0042405156418681145,0.9999724626541138,2.9410721253952943e-06
89.69427490234375,66.0124740600586,0.011874273419380188,0.9996839761734009,7.834911230020225e-06
95.61473083496094,85.43383026123047,0.007460601627826691,0.9999940395355225,4.6528285224667343e-07
320.8462219238281,320.8462219238281,0.00042793620377779007,0.941088855266571,0.8122256994247437
71.96759033203125,55.151790618896484,0.013915108516812325,0.9999910593032837,5.772448048446677e-07
82.37154388427734,73.14481353759766,0.01349565852433443,1.6082542231288244e-07,1.7743309399520513e-07
230.91204833984375,220.55616760253906,0.0005774012533947825,0.9999891519546509,3.958649585911189e-07
55.5742301940918,36.49001693725586,0.03634675592184067,3.074922278756276e-05,0.9994707703590393
85.369384765625,77.17051696777344,0.005377964582294226,5.7552160797058605e-06,0.015332565642893314
137.12892150878906,121.96453094482422,0.005527562461793423,8.061498192546424e-06,1.4164603499011719e-06
18.025033950805664,13.00403118133545,0.00966090988367796,2.9300947062438354e-05,1.2384044794089277e-06
317.248046875,317.248046875,0.00718291848897934,9.143162174041208e-07,0.12109319120645523
84.46602630615234,34.91582489013672,0.19999900460243225,0.21505102515220642,1.3747632010563393e-06
178.6695098876953,129.8060302734375,0.006171505432575941,5.412498467194382e-07,9.196440231562519e-08
50.06946563720703,37.65497970581055,0.03286971524357796,9.95831754835308e-08,8.598273382176558e-08
96.8613052368164,54.309783935546875,0.06393421441316605,0.256259948015213,3.964105133036355e-07
21.509231567382812,15.509171485900879,0.047659847885370255,1.5919463294267189e-06,0.023036077618598938
64.77543640136719,61.0185546875,0.06837533414363861,7.369546040081332e-08,7.166936200064811e-08
175.19192504882812,175.19192504882812,0.0037449949886649847,2.1759630541851038e-08,4.257850605426938e-08
47.30463790893555,39.58480453491211,0.049924250692129135,4.282766141727734e-08,5.002955916211249e-08
72.24919128417969,55.546630859375,0.020911937579512596,1.622077093088592e-06,0.9999711513519287
57.19456100463867,44.839412689208984,0.09712472558021545,3.679251960875263e-07,2.017186488956213e-06
22.015125274658203,18.1800537109375,0.07016092538833618,5.753942105002352e-07,9.046988793670607e-07
55.78325653076172,52.97273635864258,0.0004405138024594635,6.515821496577701e-06,8.593863640271593e-06
71.32193756103516,58.05045700073242,0.13886454701423645,9.831210689981162e-08,1.4494102629214467e-07
338.88427734375,338.88427734375,0.006079671438783407,2.5700799710648425e-08,2.23224283502077e-08
80.65767669677734,53.08659362792969,0.06543060392141342,7.911367561064253e-07,2.9962407097627874e-06
85.02490997314453,65.52559661865234,0.021353431046009064,7.790846723310096e-08,0.032198090106248856
70.4060287475586,67.37925720214844,0.0062486263923347,0.999958872795105,0.2874666750431061
114.46235656738281,104.0911865234375,0.01141285803169012,1.5148677334764216e-07,1.1761595430925809e-07
92.77884674072266,75.61868286132812,0.005150995682924986,0.9999936819076538,1.8811180098055047e-06
95.54244232177734,24.956697463989258,0.06288653612136841,0.9312978982925415,0.003231585957109928
20.31574249267578,18.30592918395996,0.19999566674232483,6.17072237218963e-06,0.00865902379155159
51.49953079223633,40.49899673461914,0.0867614597082138,1.585513018653728e-07,9.546946699856562e-08
94.5492172241211,82.22290802001953,0.0077085294760763645,0.9999841451644897,4.280716439097887e-07
60.76512145996094,33.12160110473633,0.14467020332813263,1.1604409166920959e-07,9.554014468449168e-08
79.30619049072266,61.91318130493164,0.04508468136191368,1.7420596520878462e-07,2.770641849281219e-08
59.117347717285156,41.67121887207031,0.020670225843787193,0.9999892711639404,1.8048113759050466e-07
93.28890228271484,48.98552322387695,0.03878534585237503,0.0024806512519717216,0.7635281085968018
89.74951934814453,88.5740966796875,0.10032649338245392,5.836877647880101e-08,5.8198246222218586e-08
77.86813354492188,32.586299896240234,0.04292086511850357,0.9993496537208557,6.505744386231527e-05
106.32150268554688,95.31029510498047,0.02021690644323826,1.8988609795655975e-08,2.5185439511687946e-08
95.9850082397461,71.87122344970703,0.07790488749742508,0.039765406399965286,0.17035029828548431
17.675649642944336,14.577239036560059,0.0008402940002270043,1.6389985830755904e-05,0.9997673630714417
90.02639770507812,59.27442932128906,0.013011829927563667,0.9999879598617554,2.107919499394484e-06
167.1520538330078,148.39517211914062,0.013059807009994984,3.416818472601335e-08,4.297913491768668e-08
50.66445541381836,31.86678695678711,0.016937727108597755,6.13411020822241e-06,0.9999938011169434
52.46883773803711,50.236846923828125,0.0080214599147439,2.409799435554305e-06,0.9999668598175049
30.24477195739746,29.022281646728516,0.05251220986247063,7.022445629445428e-07,4.19455886913056e-07
71.84520721435547,46.50046920776367,0.026626665145158768,0.9998362064361572,4.916475063510006e-06
95.8436279296875,57.647151947021484,0.12205851078033447,3.92150596439933e-08,2.079810101918156e-08
51.44167709350586,38.42066955566406,0.02615400031208992,2.1269829630909953e-07,2.0972967718080326e-07
56.92599105834961,41.725826263427734,0.008163332007825375,0.999703586101532,0.9997230172157288
49.160926818847656,44.92382049560547,0.006562722381204367,0.15393325686454773,0.9999480247497559
58.66917037963867,50.65156936645508,0.029978299513459206,3.434728768070272e-08,5.646225176292319e-08
69.8376235961914,54.83005142211914,0.01829601638019085,3.2678222794402245e-08,6.239165628585397e-08
47.838375091552734,39.6073112487793,0.004295812454074621,0.9995705485343933,2.9539744446083205e-06
22.120664596557617,18.568376541137695,0.02611936442553997,0.04986638203263283,5.286808573146118e-06
15.225116729736328,14.003488540649414,0.19997508823871613,1.805588362913113e-05,0.19433178007602692
97.52547454833984,92.35477447509766,0.07794602960348129,4.733800778922159e-06,1.1252254807914142e-06
58.95146560668945,46.93317413330078,0.0032980479300022125,3.349962935317308e-05,0.9998062252998352
33.97901153564453,28.668752670288086,0.009624545462429523,7.346799065999221e-06,0.30470016598701477
51.9136962890625,47.247032165527344,4.678153686654696e-08,0.004114360082894564,0.0018503968603909016
71.4448013305664,46.01321792602539,0.00799286738038063,6.934776024536404e-07,0.9999940395355225
9.701218605041504,7.108493804931641,0.05777391418814659,9.192560810333816e-07,5.464813511935063e-06
81.26094055175781,44.97076416015625,0.01730862818658352,0.9999773502349854,4.111947419005446e-05
88.072265625,60.47677993774414,0.19999992847442627,1.9433275610936107e-06,0.03984580934047699
80.00389862060547,80.00389862060547,0.026025811210274696,1.2230422008485675e-08,2.630345541376755e-08
59.566219329833984,44.766597747802734,0.0319543294608593,8.841883527566097e-07,7.062790245981887e-07
52.742576599121094,39.497291564941406,0.028606539592146873,0.9183811545372009,3.042420303245308e-06
40.13123321533203,22.85430335998535,0.024875832721590996,0.9999171495437622,7.259835911099799e-06
81.68618774414062,59.08024215698242,0.01799355447292328,5.8553315085418944e-08,1.2678709992997028e-07
53.529293060302734,48.08903503417969,1.858436249335682e-08,0.0010617321822792292,0.005155338905751705
85.7668228149414,76.81905364990234,0.02281215600669384,2.9915753430032055e-08,3.315011909421628e-08
91.58011627197266,77.56482696533203,0.07028330117464066,1.20833732353276e-07,5.531338231890004e-08
75.025390625,42.31298065185547,0.1999977082014084,0.02565859816968441,7.729413482593372e-07
92.41056823730469,48.774696350097656,0.03196921572089195,0.001069386606104672,0.9396063089370728
76.33192443847656,50.478843688964844,0.013344228267669678,2.235689407825703e-06,0.7477378845214844
89.92948150634766,65.2498779296875,0.13893352448940277,2.7242190725473847e-08,3.054765329579823e-08
74.53175354003906,60.91093444824219,0.07746534794569016,6.208603053892148e-07,2.2258174681155651e-07
18.284433364868164,11.24095630645752,0.009305275976657867,3.031576306966599e-05,0.999666690826416
92.88118743896484,65.63353729248047,0.019651418551802635,1.1853988723942166e-07,0.17123983800411224
143.55355834960938,111.80276489257812,0.021747352555394173,6.688705589397159e-09,7.302673132869586e-09
83.68223571777344,83.68223571777344,0.024279477074742317,4.926265773974592e-06,0.01102774403989315
89.39817810058594,82.64910125732422,0.01026524044573307,0.9999822378158569,0.735810399055481
100.400634765625,80.7694091796875,0.007746632676571608,0.4171384871006012,5.830774512105563e-07
78.29578399658203,53.60084915161133,0.00400472292676568,3.6175052287035214e-07,0.9999822378158569
25.877885818481445,15.217612266540527,0.009289726614952087,0.9513156414031982,7.459121843567118e-05
15.292120933532715,14.61072826385498,0.010239063762128353,0.9995421171188354,5.027424413128756e-05
70.94624328613281,50.24954605102539,0.005887399893254042,0.9999600648880005,0.15211208164691925
176.5887908935547,150.60150146484375,0.005058338399976492,6.283751190494513e-06,1.1969043498538667e-06
39.72288131713867,35.68913269042969,0.03225003182888031,7.655755325686187e-05,0.0860048234462738
70.47282409667969,58.63344192504883,0.05142993852496147,5.181030360290606e-08,8.408278517890722e-08
45.38310241699219,28.384517669677734,0.04188245162367821,0.9999728202819824,4.031770458823303e-06
138.23065185546875,127.7516860961914,0.007571332156658173,4.986303338228026e-06,0.00687452545389533
89.0576400756836,81.75716400146484,0.09883622825145721,1.4120631419700658e-07,6.98513531460776e-08
92.79441833496094,70.42704010009766,0.023594124242663383,0.044628217816352844,0.7872145175933838
59.52242660522461,50.80596160888672,0.03431392461061478,2.472060884883831e-07,2.0832271729886997e-07
40.711368560791016,40.711368560791016,0.022644853219389915,0.9999755620956421,3.549445864337031e-06
30.362024307250977,23.041379928588867,0.04808788374066353,2.643483412612113e-06,2.580014552222565e-06
39.501380920410156,26.92769432067871,0.0005004742997698486,2.7692827643477358e-05,0.9997014403343201
86.12222290039062,81.05294799804688,0.17553278803825378,2.5367998546244053e-07,8.891607450323136e-08
77.01444244384766,56.055538177490234,0.006479465402662754,0.9999942779541016,5.276162937661866e-07
97.99131774902344,97.99131774902344,0.006356595549732447,0.9999496936798096,2.643283778525074e-07
56.213348388671875,52.86715316772461,8.700618892021339e-09,0.0023602040018886328,0.0022027106024324894
39.95444107055664,35.99000930786133,0.0046770828776061535,1.700063194221002e-06,0.9999830722808838
81.97809600830078,44.446800231933594,0.010880582965910435,0.9999969005584717,1.4536769867845578e-06
13.553053855895996,13.061698913574219,0.13826408982276917,2.384381332376506e-06,5.892185072298162e-06
71.55780029296875,42.96421813964844,0.04995126649737358,0.06843221187591553,0.20563490688800812
66.65697479248047,42.07780456542969,0.006673657335340977,0.9998503923416138,0.00024016473616939038
102.88768005371094,88.2484130859375,0.0057326010428369045,9.043065074365586e-05,0.9997256398200989
202.96401977539062,183.02804565429688,0.0008669529925100505,1.8607242964208126e-06,0.9999972581863403
68.6163101196289,56.25880432128906,0.020411692559719086,8.419499863521196e-06,0.99946528673172
83.83636474609375,81.79570007324219,0.028741473332047462,3.5424380939730327e-07,0.01902032271027565
64.89459991455078,56.812965393066406,0.003981513436883688,0.9999443292617798,0.7952346205711365
89.57575225830078,70.1786117553711,0.12045692652463913,8.602800960488821e-08,6.842717681365684e-08
41.64558792114258,37.84236526489258,0.014794491231441498,0.00022258861281443387,0.9975327253341675
81.3648681640625,75.46001434326172,0.019666679203510284,2.754392482984258e-07,2.050401803899149e-07
116.80549621582031,105.51634979248047,0.00530671700835228,1.798361637384005e-07,9.911531861916956e-08
58.23670959472656,48.85531997680664,0.0731944739818573,3.7764655758110166e-07,0.05794617906212807
45.219337463378906,20.555713653564453,0.0007907189428806305,4.466495283850236e-06,1.8310944142285734e-05
157.2572021484375,141.6749725341797,0.014156877994537354,0.00013008936366531998,1.41966239652902e-07
94.02272033691406,70.65369415283203,0.014539032243192196,0.9999901056289673,7.308130420824455e-07
84.61195373535156,74.53373718261719,0.006876049097627401,8.573305763093231e-07,0.9999755620956421
63.64150619506836,55.609649658203125,0.015093453228473663,3.8689282519044355e-05,0.9998016953468323
65.94850158691406,49.05101013183594,0.18394896388053894,1.8796765743900323e-07,4.396786152938148e-07
86.45315551757812,61.964962005615234,0.09318112581968307,7.334824658755679e-08,7.42083230420576e-08
75.51020812988281,24.92506217956543,0.1999996155500412,1.0632269322741195e-06,0.014710011892020702
67.95523834228516,67.95523834228516,0.042815789580345154,3.738296072697267e-08,1.6469660124585062e-07
40.98476028442383,40.98476028442383,0.04806463047862053,6.474466829331504e-08,4.440640921643535e-08
95.57518005371094,88.40880584716797,0.0009508179500699043,0.9998095631599426,5.694911669706926e-05
